Date,Portfolio_value,Portfolio_value_without_options,Portfolio_cash,Neto_coverage_ratio
1967-06-15,6848735.184787617551371343433856964111328125,6814896.506888879,10510896.5868888758122920989990234375,0.834780981275545358743922376
1967-06-16,6803169.824493278178542591631412506103515625,6803586.473237030,12352986.3532370291650295257568359375,0.784837440599656076766384437
1967-06-17,6803169.824493278178542591631412506103515625,6803586.473237030,12352986.3532370291650295257568359375,0.784837440599656076766384437
1967-06-18,6803169.824493278178542591631412506103515625,6803586.473237030,12352986.3532370291650295257568359375,0.784837440599656076766384437
1967-06-19,6803169.824493278178542591631412506103515625,6802386.233237030,12352986.3532370291650295257568359375,0.78488602156484445993293381624
1967-06-20,6755709.82957816842231161892414093017578125,6796476.929608170,14194877.1696081720292568206787109375,0.74757795032763173652658130207
1967-06-21,6755709.82957816842231161892414093017578125,6818877.409608170,14194877.1696081720292568206787109375,0.74678891637783620430897743987
1967-06-22,6755709.82957816942231161892414093017578125,6837277.089608171,14194877.1696081720292568206787109375,0.74614080650762914857834656203
1967-06-23,6755709.82957816842231161892414093017578125,6834877.16960817,14194877.1696081720292568206787109375,0.7462253412299561720317822733
1967-06-24,6755709.82957816842231161892414093017578125,6834877.16960817,14194877.1696081720292568206787109375,0.7462253412299561720317822733
1967-06-25,6755709.82957816842231161892414093017578125,6834877.16960817,14194877.1696081720292568206787109375,0.7462253412299561720317822733
1967-06-26,7661569.58788981742231161892414093017578125,7772537.037919819,15103736.9579198174178600311279296875,0.7603440664992534535935453855
1967-06-27,7654769.66788980842231161892414093017578125,7799736.717919820,15103736.9579198174178600311279296875,0.758993423273882344929863146
1967-06-28,7654969.56788980942231161892414093017578125,7798937.117919821,15103736.9579198174178600311279296875,0.75903312867935066898097013441
1967-06-29,5828434.58788981842231161892414093017578125,6018402.137919820,13286401.9779198206961154937744140625,0.72399598882419647705447247377
1967-06-30,5824234.60788981742231161892414093017578125,6035202.057919819,13286401.9779198206961154937744140625,0.7230476553309799650123516692
1967-07-01,5824234.60788981742231161892414093017578125,6035202.057919819,13286401.9779198206961154937744140625,0.7230476553309799650123516692
1967-07-02,5824234.60788981742231161892414093017578125,6035202.057919819,13286401.9779198206961154937744140625,0.7230476553309799650123516692
1967-07-03,5824234.60788981742231161892414093017578125,6035202.057919819,13286401.9779198206961154937744140625,0.7230476553309799650123516692
1967-07-04,5824234.60788981742231161892414093017578125,6035202.057919819,13286401.9779198206961154937744140625,0.7230476553309799650123516692
1967-07-05,5830234.76788981842231161892414093017578125,6013601.657919820,13286401.9779198206961154937744140625,0.7243121331051673861014762710
1967-07-06,5815268.13579537942231161892414093017578125,5949135.355825381,13257935.43582538329064846038818359375,0.726096114468374340888751366
1967-07-07,5814068.10579537842231161892414093017578125,5952335.43582538,13257935.43582538329064846038818359375,0.72588491491822146747579644356
1967-07-08,5814068.10579537842231161892414093017578125,5952335.43582538,13257935.43582538329064846038818359375,0.72588491491822146747579644356
1967-07-09,5814068.10579537842231161892414093017578125,5952335.43582538,13257935.43582538329064846038818359375,0.72588491491822146747579644356
1967-07-10,6741057.94399151742231161892414093017578125,6873625.124021519,14208825.28402151726186275482177734375,0.743588934540770297685662495
1967-07-11,6743557.94399151842231161892414093017578125,6844825.044021520,14208825.28402151726186275482177734375,0.74477833898921585968603621040
1967-07-12,6743557.94399151842231161892414093017578125,6810425.044021520,14208825.28402151726186275482177734375,0.74598885426097039363572037867
1967-07-13,6695429.90967340870559759438037872314453125,6809075.890577410,16049076.09057741425931453704833984375,0.7173419812830616275122816156
1967-07-14,6695029.98967340770559759438037872314453125,6807076.290577409,16049076.09057741425931453704833984375,0.717379359135631667537162570
1967-07-15,6695029.98967340770559759438037872314453125,6807076.290577409,16049076.09057741425931453704833984375,0.717379359135631667537162570
1967-07-16,6695029.98967340770559759438037872314453125,6807076.290577409,16049076.09057741425931453704833984375,0.717379359135631667537162570
1967-07-17,6682330.08967340870559759438037872314453125,6775076.290577420,16049076.09057741425931453704833984375,0.71758498467951809423238617193
1967-07-18,6681829.98967341870559759438037872314453125,6774076.09057741,16049076.09057741425931453704833984375,0.71758498467951809423238617193
1967-07-19,7578819.77368828972486309707164764404296875,7594928.08875179,15074928.08875179104506969451904296875,0.76135872431230453217023623266
1967-07-20,7574319.71368828872486309707164764404296875,7582927.928751789,15074928.08875179104506969451904296875,0.76145822860122507421904734428
1967-07-21,7568319.83368829072486309707164764404296875,7566928.248751791,15074928.08875179104506969451904296875,0.76159089656409868626882547590
1967-07-22,7568319.83368829072486309707164764404296875,7566928.248751791,15074928.08875179104506969451904296875,0.76159089656409868626882547590
1967-07-23,7568319.83368829072486309707164764404296875,7566928.248751791,15074928.08875179104506969451904296875,0.76159089656409868626882547590
1967-07-24,8502209.54645585069264711439609527587890625,8452694.245258599,14095094.30525860004127025604248046875,0.81184942913006332237247556962
1967-07-25,8505609.51645585169264711439609527587890625,8471294.125258600,14095094.30525860004127025604248046875,0.8114308459072607967590393172
1967-07-26,8510509.56645585169264711439609527587890625,8500694.425258600,14095094.30525860004127025604248046875,0.81073556144957941717485928913
1967-07-27,8501809.60645585169264711439609527587890625,8451494.425258600,14095094.30525860004127025604248046875,0.81186361633560221706915540317
1967-07-28,8446871.45938137258398412168025970458984375,8426187.227310121,15974187.06731012277305126190185546875,0.7751121834956124938728234774
1967-07-29,8446871.45938137258398412168025970458984375,8426187.227310121,15974187.06731012277305126190185546875,0.7751121834956124938728234774
1967-07-30,8446871.45938137258398412168025970458984375,8426187.227310121,15974187.06731012277305126190185546875,0.7751121834956124938728234774
1967-07-31,8440861.24110939258398412168025970458984375,8414577.009038141,15973776.84903813712298870086669921875,0.7751064082120118211347425047
1967-08-01,8430461.16110939158398412168025970458984375,8393776.84903814,15973776.84903813712298870086669921875,0.7751064082120118211347425047
1967-08-02,8405661.04110939158398412168025970458984375,8344176.609038140,15973776.84903813712298870086669921875,0.7751064082120118211347425047
1967-08-03,8389261.20110939058398412168025970458984375,8311376.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-04,8394061.00110939158398412168025970458984375,8320976.529038130,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-05,8394061.00110939158398412168025970458984375,8320976.529038130,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-06,8394061.00110939158398412168025970458984375,8320976.529038130,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-07,8387261.08110939258398412168025970458984375,8307376.689038141,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-08,8397261.08110939258398412168025970458984375,8327376.689038141,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-09,8392861.08110939058398412168025970458984375,8318576.689038139,15973776.84903813712298870086669921875,0.7751064082120118211347425047
1967-08-10,8389261.20110939058398412168025970458984375,8311376.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-11,8399261.20110939058398412168025970458984375,8331376.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-12,8399261.20110939058398412168025970458984375,8331376.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-13,8399261.20110939058398412168025970458984375,8331376.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-14,8414461.08110939058398412168025970458984375,8361776.689038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-15,8434861.20110939058398412168025970458984375,8402576.929038139,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-16,8429661.28110939158398412168025970458984375,8392177.089038140,15973776.84903813712298870086669921875,0.77510640821201170452830892082
1967-08-17,8438461.04110939158398412168025970458984375,8409776.609038140,15973776.84903813712298870086669921875,0.7751064082120118211347425047
1967-08-18,6542326.31110937158398412168025970458984375,6510442.119038120,14080841.87903812341392040252685546875,0.74487320567473049168271169105
1967-08-19,6542326.31110937158398412168025970458984375,6510442.119038120,14080841.87903812341392040252685546875,0.74487320567473049168271169105
1967-08-20,6542326.31110937158398412168025970458984375,6510442.119038120,14080841.87903812341392040252685546875,0.74487320567473049168271169105
1967-08-21,6537826.25110937058398412168025970458984375,6498441.959038119,14080841.87903812341392040252685546875,0.74497973481644556226287469095
1967-08-22,6556526.21110937158398412168025970458984375,6540841.87903812,14080841.87903812341392040252685546875,0.74480218861420322056
1967-08-23,6571826.27110937158398412168025970458984375,6581642.039038120,14080841.87903812341392040252685546875,0.7444399929412589874533091413
1967-08-24,6575726.18110937258398412168025970458984375,6592041.799038121,14080841.87903812341392040252685546875,0.74434767104664728027170252328
1967-08-25,6591326.33110937158398412168025970458984375,6633642.199038120,14080841.87903812341392040252685546875,0.74397837139505883663056350572
1967-08-26,6591326.33110937158398412168025970458984375,6633642.199038120,14080841.87903812341392040252685546875,0.74397837139505883663056350572
1967-08-27,6591326.33110937158398412168025970458984375,6633642.199038120,14080841.87903812341392040252685546875,0.74397837139505883663056350572
1967-08-28,6603026.30110937158398412168025970458984375,6664842.119038120,14080841.87903812341392040252685546875,0.7437014000297453703175161
1967-08-29,6604826.24110937058398412168025970458984375,6669641.959038119,14080841.87903812341392040252685546875,0.7436587903615767627543305280
1967-08-30,7525505.84200391158398412168025970458984375,7654321.559932660,15084721.31993266008794307708740234375,0.75583904522430761940705172482
1967-08-31,7516005.69200391158398412168025970458984375,7639121.31993266,15084721.31993266008794307708740234375,0.7557130879752672499030416
1967-09-01,7487505.74200391058398412168025970458984375,7593521.399932659,15084721.31993266008794307708740234375,0.75533522285737021811874963109
1967-09-02,7487505.74200391058398412168025970458984375,7593521.399932659,15084721.31993266008794307708740234375,0.75533522285737021811874963109
1967-09-03,7487505.74200391058398412168025970458984375,7593521.399932659,15084721.31993266008794307708740234375,0.75533522285737021811874963109
1967-09-04,7487505.74200391058398412168025970458984375,7593521.399932659,15084721.31993266008794307708740234375,0.75533522285737021811874963109
1967-09-05,8421795.47560319158398412168025970458984375,8561111.07353194,16055511.07353193871676921844482421875,0.767955068951882915339322551
1967-09-06,8389995.53560319258398412168025970458984375,8518711.153531941,16055511.07353193871676921844482421875,0.7672948607559896760376207635
1967-09-07,8378795.52560319158398412168025970458984375,8504311.153531940,16055511.07353193871676921844482421875,0.76704572449482164676472
1967-09-08,8382795.35560319258398412168025970458984375,8509110.913531941,16055511.07353193871676921844482421875,0.76714537563595776980583612796
1967-09-09,8382795.35560319258398412168025970458984375,8509110.913531941,16055511.07353193871676921844482421875,0.76714537563595776980583612796
1967-09-10,8382795.35560319258398412168025970458984375,8509110.913531941,16055511.07353193871676921844482421875,0.76714537563595776980583612796
1967-09-11,8380895.38560319158398412168025970458984375,8506710.993531940,16055511.07353193871676921844482421875,0.7671017762764111424173768569
1967-09-12,8368295.38560319058398412168025970458984375,8492310.993531939,16055511.07353193871676921844482421875,0.76676544316466710406917564984
1967-09-13,8340395.60560319158398412168025970458984375,8456311.233531940,16055511.07353193871676921844482421875,0.76614883868819429748535551268
1967-09-14,9239785.36386627113143585622310638427734375,9296045.905152521,15055445.78515252284705638885498046875,0.81304439800940210411125803457
1967-09-15,9231385.40386627113143585622310638427734375,9283445.965152519,15055445.78515252284705638885498046875,0.81290491426179555995477660
1967-09-16,9231385.40386627113143585622310638427734375,9283445.965152519,15055445.78515252284705638885498046875,0.81290491426179555995477660
1967-09-17,9231385.40386627113143585622310638427734375,9283445.965152519,15055445.78515252284705638885498046875,0.81290491426179555995477660
1967-09-18,10190775.151482410451109372079372406005859375,10201784.911482410,14052584.79148240946233272552490234375,0.86801005099615299274733473395
1967-09-19,10185575.111482410451109372079372406005859375,10191384.831482410,14052584.79148240946233272552490234375,0.868010050996152860199111267
1967-09-20,10192775.131482410451109372079372406005859375,10205784.871482410,14052584.79148240946233272552490234375,0.868010050996152860199111267
1967-09-21,10193575.151482410451109372079372406005859375,10207384.911482410,14052584.79148240946233272552490234375,0.86801005099615299274733473395
1967-09-22,10181175.091482410451109372079372406005859375,10182584.79148241,14052584.79148240946233272552490234375,0.86801005099615299274733473395
1967-09-23,10181175.091482410451109372079372406005859375,10182584.79148241,14052584.79148240946233272552490234375,0.86801005099615299274733473395
1967-09-24,10181175.091482410451109372079372406005859375,10182584.79148241,14052584.79148240946233272552490234375,0.86801005099615299274733473395
1967-09-25,10175764.867412380451109372079372406005859375,10172174.56741238,14052174.56741238199174404144287109375,0.86800619782354804645499775347
1967-09-26,10163964.947412380451109372079372406005859375,10148574.727412380,14052174.56741238199174404144287109375,0.86800619782354804645499775347
1967-09-27,11147654.623896760451109372079372406005859375,11207964.323896760,15078364.40389676205813884735107421875,0.873069788026519415496574845
1967-09-28,11146754.653896760451109372079372406005859375,11206764.363896760,15078364.40389676205813884735107421875,0.87304989263256523463720222395
1967-09-29,11146754.653896760451109372079372406005859375,11206764.363896760,15078364.40389676205813884735107421875,0.87304989263256523463720222395
1967-09-30,11146754.653896760451109372079372406005859375,11206764.363896760,15078364.40389676205813884735107421875,0.87304989263256523463720222395
1967-10-01,11146754.653896760451109372079372406005859375,11206764.363896760,15078364.40389676205813884735107421875,0.87304989263256523463720222395
1967-10-02,11149154.713896760451109372079372406005859375,11209964.443896760,15078364.40389676205813884735107421875,0.87310295011138520536259456273
1967-10-03,11160854.683896760451109372079372406005859375,11225564.40389676,15078364.40389676205813884735107421875,0.8733615981912122410783209612
1967-10-04,11150954.623896760451109372079372406005859375,11212364.323896760,15078364.40389676205813884735107421875,0.873142740236091676702682943
1967-10-05,11136204.777325930451109372079372406005859375,11199814.49732593,15057014.497325934469699859619140625,0.87310897719203793150710228645
1967-10-06,11129004.837325930451109372079372406005859375,11190214.577325930,15057014.497325934469699859619140625,0.87294958437213816493117801411
1967-10-07,11129004.837325930451109372079372406005859375,11190214.577325930,15057014.497325934469699859619140625,0.87294958437213816493117801411
1967-10-08,11129004.837325930451109372079372406005859375,11190214.577325930,15057014.497325934469699859619140625,0.87294958437213816493117801411
1967-10-09,11111304.717325930451109372079372406005859375,11166614.417325930,15057014.497325934469699859619140625,0.8725577377679494616007398776
1967-10-10,11103804.717325930451109372079372406005859375,11156614.417325930,15057014.497325934469699859619140625,0.8723917021969241437997055157
1967-10-11,12091794.633625370167823396623134613037109375,12110925.592751370,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-12,12096494.563625370167823396623134613037109375,12120325.452751370,14047725.5127513706684112548828125,0.932636783859349652761839
1967-10-13,12102694.593625370167823396623134613037109375,12132725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-14,12102694.593625370167823396623134613037109375,12132725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-15,12102694.593625370167823396623134613037109375,12132725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-16,12100194.593625370167823396623134613037109375,12127725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-17,12107694.593625370167823396623134613037109375,12142725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-18,12110194.593625370167823396623134613037109375,12147725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-19,12107694.593625370167823396623134613037109375,12142725.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-20,12105894.593625370167823396623134613037109375,12139125.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-21,12105894.593625370167823396623134613037109375,12139125.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-22,12105894.593625370167823396623134613037109375,12139125.51275137,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-23,12106394.623625370167823396623134613037109375,12140125.572751370,14047725.5127513706684112548828125,0.93263678385934952016776555175
1967-10-24,10211059.613625390167823396623134613037109375,10248990.542751390,12148190.522751390933990478515625,0.92210362784253754867786982952
1967-10-25,10218559.613625390167823396623134613037109375,10259790.562751390,12148190.522751390933990478515625,0.9222764922700477459659805939
1967-10-26,11161249.385284070,11161249.385284070,11161249.38528406620025634765625,1.00000000000000000000000
1967-10-27,11164349.435284070,11161249.385284070,11161249.38528406620025634765625,1.0002777511632423618084491581
1967-10-28,11164349.435284070,11161249.385284070,11161249.38528406620025634765625,1.0002777511632423618084491581
1967-10-29,11164349.435284070,11161249.385284070,11161249.38528406620025634765625,1.0002777511632423618084491581
1967-10-30,11164549.405284070,11161249.385284070,11161249.38528406620025634765625,1.0002956676162393233532143882
1967-10-31,11162849.425284060,11161249.385284070,11161249.38528406620025634765625,1.000143356710773682182554121
1967-11-01,11161249.385284070,11161249.385284070,11161249.38528406620025634765625,1.00000000000000000000000
1967-11-02,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-03,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-04,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-05,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-06,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-07,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-08,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-09,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-10,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-11,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-12,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-13,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-14,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-15,9306714.395284090,9306714.395284090,9306714.3952840864658355712890625,1.0000000000000000000000000
1967-11-16,10223804.203318420,10223804.203318420,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-17,10223804.203318430,10223804.203318430,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-18,10223804.203318430,10223804.203318430,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-19,10223804.203318430,10223804.203318430,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-20,10223804.203318420,10223804.203318420,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-21,10223804.203318420,10223804.203318420,10223804.203318424522876739501953125,1.000000000000000000000000000
1967-11-22,10227704.193318420,10223804.203318430,10223804.203318424522876739501953125,1.00038146172622656169125077653
1967-11-23,10227704.193318420,10223804.203318430,10223804.203318424522876739501953125,1.00038146172622656169125077653
1967-11-24,10233204.233318420,10223804.203318420,10223804.203318424522876739501953125,1.00091942586272811094307754942
1967-11-25,10233204.233318420,10223804.203318420,10223804.203318424522876739501953125,1.00091942586272811094307754942
1967-11-26,10233204.233318420,10223804.203318420,10223804.203318424522876739501953125,1.00091942586272811094307754942
1967-11-27,10235704.233318420,10223804.203318420,10223804.203318424522876739501953125,1.00116395323730249435739388580
1967-11-28,10238404.193318430,10223804.203318430,10223804.203318424522876739501953125,1.00142803888940492270452469621
1967-11-29,10192543.600917470021579675376415252685546875,10215894.005046470,12105693.965046472847461700439453125,0.92341620458299425079882520173
1967-11-30,10192543.600917470021579675376415252685546875,10216293.945046470,12105693.965046472847461700439453125,0.92339968590999820498830036271
1967-12-01,10192543.600917470021579675376415252685546875,10225693.96504647,12105693.965046472847461700439453125,0.92301143803147325037672099224
1967-12-02,10192543.600917470021579675376415252685546875,10225693.96504647,12105693.965046472847461700439453125,0.92301143803147325037672099224
1967-12-03,10192543.600917470021579675376415252685546875,10225693.96504647,12105693.965046472847461700439453125,0.92301143803147325037672099224
1967-12-04,10192443.580917470021579675376415252685546875,10215693.96504647,12105693.965046472847461700439453125,0.92341620458299425079882520173
1967-12-05,10137308.692130578959260992705821990966796875,10195668.805365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-06,10134708.592130578959260992705821990966796875,10190468.605365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-07,10126508.672130578959260992705821990966796875,10174068.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-08,10128708.672130578959260992705821990966796875,10178468.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-09,10128708.672130578959260992705821990966796875,10178468.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-10,10128708.672130578959260992705821990966796875,10178468.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-11,10130908.692130578959260992705821990966796875,10182868.805365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-12,10136908.592130578959260992705821990966796875,10194868.605365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-13,10138208.652130578959260992705821990966796875,10199268.645365580,13999668.725365579128265380859375,0.86588254502065234145868427791
1967-12-14,10132508.732130578959260992705821990966796875,10186068.885365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-15,10129908.632130578959260992705821990966796875,10180868.685365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-16,10129908.632130578959260992705821990966796875,10180868.685365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-17,10129908.632130578959260992705821990966796875,10180868.685365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-18,10138008.682130578959260992705821990966796875,10198468.765365580,13999668.725365579128265380859375,0.86589682893007346142221756484
1967-12-19,10142508.722130578959260992705821990966796875,10208868.845365580,13999668.725365579128265380859375,0.8658468277469219038152070
1967-12-20,10145308.722130578959260992705821990966796875,10214468.845365580,13999668.725365579128265380859375,0.8658468277469219038152070
1967-12-21,10136308.612130578959260992705821990966796875,10193668.645365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-22,10131708.712130578959260992705821990966796875,10184468.845365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-23,10131708.712130578959260992705821990966796875,10184468.845365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-24,10131708.712130578959260992705821990966796875,10184468.845365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-25,10131708.712130578959260992705821990966796875,10184468.845365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-26,10135308.712130578959260992705821990966796875,10191668.845365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-27,10134108.612130578959260992705821990966796875,10189268.645365580,13999668.725365579128265380859375,0.86594682939892268464087286051
1967-12-28,10121108.572130578959260992705821990966796875,10163268.565365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-29,10121508.672130578959260992705821990966796875,10164068.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-30,10121508.672130578959260992705821990966796875,10164068.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1967-12-31,10121508.672130578959260992705821990966796875,10164068.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1968-01-01,10121508.672130578959260992705821990966796875,10164068.765365580,13999668.725365579128265380859375,0.8659468293989225515916424986
1968-01-02,10059110.423842346311622671782970428466796875,10132758.452519850,15920958.51251985132694244384765625,0.82153084641445469792656429904
1968-01-03,10069910.423842346311622671782970428466796875,10154358.452519850,15920958.51251985132694244384765625,0.82153084641445469792656429904
1968-01-04,10054643.971747906311622671782970428466796875,10152292.090425410,15892491.97042541392147541046142578125,0.82121117347187565669961119354
1968-01-05,10063943.881747906311622671782970428466796875,10170891.910425410,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-06,10063943.881747906311622671782970428466796875,10170891.910425410,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-07,10063943.881747906311622671782970428466796875,10170891.910425410,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-08,10046543.851747916311622671782970428466796875,10136091.850425409,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-09,10024643.801747906311622671782970428466796875,10095291.790425411,15892491.97042541392147541046142578125,0.821116788022268834420621176
1968-01-10,10029443.921747906311622671782970428466796875,10102491.97042541,15892491.97042541392147541046142578125,0.82119229726287329619941124566
1968-01-11,10028644.041747906311622671782970428466796875,10101292.150425409,15892491.97042541392147541046142578125,0.82117971459173708073378632898
1968-01-12,10024643.801747906311622671782970428466796875,10095291.790425411,15892491.97042541392147541046142578125,0.821116788022268834420621176
1968-01-13,10024643.801747906311622671782970428466796875,10095291.790425411,15892491.97042541392147541046142578125,0.821116788022268834420621176
1968-01-14,10024643.801747906311622671782970428466796875,10095291.790425411,15892491.97042541392147541046142578125,0.821116788022268834420621176
1968-01-15,10020643.881747906311622671782970428466796875,10089291.910425410,15892491.97042541392147541046142578125,0.8210538664866241208409664966
1968-01-16,10032143.971747906311622671782970428466796875,10107292.090425410,15892491.97042541392147541046142578125,0.82121117347187565669961119354
1968-01-17,10050143.911747906311622671782970428466796875,10143291.97042541,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-18,10055543.941747906311622671782970428466796875,10154092.030425410,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-19,10057943.971747906311622671782970428466796875,10158892.090425411,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-20,10057943.971747906311622671782970428466796875,10158892.090425411,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-21,10057943.971747906311622671782970428466796875,10158892.090425411,15892491.97042541392147541046142578125,0.8212111734718755394967739861
1968-01-22,11019433.731743526311622671782970428466796875,11132781.840421030,16847181.72042103111743927001953125,0.83117651206002907395407820771
1968-01-23,11052533.711743526311622671782970428466796875,11205381.780421030,16847181.72042103111743927001953125,0.83098656990512708987285943319
1968-01-24,9186398.571743626311622671782970428466796875,9354046.440421130,14973646.68042113073170185089111328125,0.8095921467328349351084051259
1968-01-25,9196198.691743626311622671782970428466796875,9383446.800421130,14973646.68042113073170185089111328125,0.809264901132308928459215456
1968-01-26,9193598.591743626311622671782970428466796875,9375646.500421131,14973646.68042113073170185089111328125,0.80935172366978062996020057155
1968-01-27,9193598.591743626311622671782970428466796875,9375646.500421131,14973646.68042113073170185089111328125,0.80935172366978062996020057155
1968-01-28,9193598.591743626311622671782970428466796875,9375646.500421131,14973646.68042113073170185089111328125,0.80935172366978062996020057155
1968-01-29,9190598.711743626311622671782970428466796875,9366646.860421129,14973646.68042113073170185089111328125,0.8094518956607466471278706895
1968-01-30,9192598.691743626311622671782970428466796875,9372646.800421131,14973646.68042113073170185089111328125,0.809385112329916095143770413
1968-01-31,10130188.447167706311622671782970428466796875,10330436.515845210,15903836.45584520883858203887939453125,0.82013145205925256831058
1968-02-01,9227053.477167746311622671782970428466796875,9446801.575845250,14981201.45584524609148502349853515625,0.80905403492295521786367323126
1968-02-02,9220653.477167746311622671782970428466796875,9427601.575845250,14981201.45584524609148502349853515625,0.80926763594884299467067239762
1968-02-03,9220653.477167746311622671782970428466796875,9427601.575845250,14981201.45584524609148502349853515625,0.80926763594884299467067239762
1968-02-04,9220653.477167746311622671782970428466796875,9427601.575845250,14981201.45584524609148502349853515625,0.80926763594884299467067239762
1968-02-05,9226453.497167736311622671782970428466796875,9445001.635845250,14981201.45584524609148502349853515625,0.80907405935162888162772532756
1968-02-06,9238153.327167736311622671782970428466796875,9469001.275845250,14981201.45584524609148502349853515625,0.809054034922955093531512375
1968-02-07,9237253.357167746311622671782970428466796875,9467201.335845250,14981201.45584524609148502349853515625,0.809054034922955093531512375
1968-02-08,9232453.477167746311622671782970428466796875,9457601.575845250,14981201.45584524609148502349853515625,0.80905403492295521786367323126
1968-02-09,9267253.357167746311622671782970428466796875,9527201.335845250,14981201.45584524609148502349853515625,0.809054034922955093531512375
